12-07-2020,Manhattan,New York,36061,453,453
12-07-2020,Queens,New York,36081,966,966
12-07-2020,Staten Island,New York,36085,369,369
07-07-2020,Bronx,New York,36005,112,112
07-07-2020,Brooklyn,New York,36047,124,124
07-07-2020,Manhattan,New York,36061,87,87
07-07-2020,Queens,New York,36081,106,106
07-07-2020,Staten Island,New York,36085,32,32
04-12-2020,Bronx,New York,36005,763,763
04-12-2020,Brooklyn,New York,36047,701,701
04-12-2020,Manhattan,New York,36061,252,252
04-12-2020,Queens,New York,36081,918,918
04-12-2020,Staten Island,New York,36085,253,253
08-20-2020,Bronx,New York,36005,63,63
08-20-2020,Brooklyn,New York,36047,56,56
08-20-2020,Manhattan,New York,36061,33,33
08-20-2020,Queens,New York,36081,54,54
08-20-2020,Staten Island,New York,36085,20,20
06-17-2020,Bronx,New York,36005,68,68
06-17-2020,Brooklyn,New York,36047,114,114
06-17-2020,Manhattan,New York,36061,65,65
06-17-2020,Queens,New York,36081,92,92
06-17-2020,Staten Island,New York,36085,17,17
08-14-2020,Bronx,New York,36005,68,68
08-14-2020,Brooklyn,New York,36047,80,80
08-14-2020,Manhattan,New York,36061,44,44
08-14-2020,Queens,New York,36081,69,69
08-14-2020,Staten Island,New York,36085,16,16
08-31-2020,Bronx,New York,36005,46,46
08-31-2020,Brooklyn,New York,36047,117,117
08-31-2020,Manhattan,New York,36061,51,51
08-31-2020,Queens,New York,36081,77,77
08-31-2020,Staten Island,New York,36085,22,22
12-09-2020,Bronx,New York,36005,531,531
12-09-2020,Brooklyn,New York,36047,907,907
12-09-2020,Manhattan,New York,36061,498,498
12-09-2020,Queens,New York,36081,840,840
12-09-2020,Staten Island,New York,36085,316,316
07-22-2020,Bronx,New York,36005,79,79
07-22-2020,Brooklyn,New York,36047,96,96
07-22-2020,Manhattan,New York,36061,59,59
07-22-2020,Queens,New York,36081,76,76
07-22-2020,Staten Island,New York,36085,20,20
04-22-2020,Bronx,New York,36005,927,927
04-22-2020,Brooklyn,New York,36047,854,854
04-22-2020,Manhattan,New York,36061,383,383
04-22-2020,Queens,New York,36081,1109,1109
04-22-2020,Staten Island,New York,36085,173,173
05-27-2020,Bronx,New York,36005,182,182
05-27-2020,Brooklyn,New York,36047,247,247
05-27-2020,Manhattan,New York,36061,108,108
05-27-2020,Queens,New York,36081,165,165
05-27-2020,Staten Island,New York,36085,43,43
03-01-2020,Bronx,New York,36005,0,0
03-01-2020,Brooklyn,New York,36047,0,0
03-01-2020,Manhattan,New York,36061,0,0
03-01-2020,Queens,New York,36081,0,0
03-01-2020,Staten Island,New York,36085,0,0
09-13-2020,Bronx,New York,36005,19,19
09-13-2020,Brooklyn,New York,36047,114,114
09-13-2020,Manhattan,New York,36061,42,42
09-13-2020,Queens,New York,36081,66,66
09-13-2020,Staten Island,New York,36085,13,13
01-12-2021,Bronx,New York,36005,960,960
01-12-2021,Brooklyn,New York,36047,1538,1538
01-12-2021,Manhattan,New York,36061,642,642
01-12-2021,Queens,New York,36081,1461,1461
01-12-2021,Staten Island,New York,36085,394,394
08-28-2020,Bronx,New York,36005,77,77
08-28-2020,Brooklyn,New York,36047,78,78
08-28-2020,Manhattan,New York,36061,51,51
08-28-2020,Queens,New York,36081,52,52
08-28-2020,Staten Island,New York,36085,21,21
09-23-2020,Bronx,New York,36005,80,80
09-23-2020,Brooklyn,New York,36047,233,233
09-23-2020,Manhattan,New York,36061,73,73
09-23-2020,Queens,New York,36081,104,104
09-23-2020,Staten Island,New York,36085,37,37
03-22-2020,Bronx,New York,36005,494,494
03-22-2020,Brooklyn,New York,36047,755,755
03-22-2020,Manhattan,New York,36061,317,317
03-22-2020,Queens,New York,36081,696,696
03-22-2020,Staten Island,New York,36085,317,317
04-14-2020,Bronx,New York,36005,1076,1076
04-14-2020,Brooklyn,New York,36047,1035,1035
04-14-2020,Manhattan,New York,36061,441,441
04-14-2020,Queens,New York,36081,1302,1302
04-14-2020,Staten Island,New York,36085,290,290
09-04-2020,Bronx,New York,36005,44,44
09-04-2020,Brooklyn,New York,36047,71,71
09-04-2020,Manhattan,New York,36061,30,30
09-04-2020,Queens,New York,36081,59,59
09-04-2020,Staten Island,New York,36085,26,26
03-31-2020,Bronx,New York,36005,1282,1282
03-31-2020,Brooklyn,New York,36047,1513,1513
03-31-2020,Manhattan,New York,36061,617,617
03-31-2020,Queens,New York,36081,1809,1809
03-31-2020,Staten Island,New York,36085,237,237
07-03-2020,Bronx,New York,36005,41,41
07-03-2020,Brooklyn,New York,36047,72,72
07-03-2020,Manhattan,New York,36061,49,49
07-03-2020,Queens,New York,36081,65,65
07-03-2020,Staten Island,New York,36085,8,8
07-31-2020,Bronx,New York,36005,55,55
07-31-2020,Brooklyn,New York,36047,79,79
07-31-2020,Manhattan,New York,36061,52,52
07-31-2020,Queens,New York,36081,58,58
07-31-2020,Staten Island,New York,36085,18,18
06-02-2020,Bronx,New York,36005,121,121
06-02-2020,Brooklyn,New York,36047,184,184
06-02-2020,Manhattan,New York,36061,71,71
06-02-2020,Queens,New York,36081,163,163
06-02-2020,Staten Island,New York,36085,34,34
11-14-2020,Bronx,New York,36005,193,193
11-14-2020,Brooklyn,New York,36047,238,238
11-14-2020,Manhattan,New York,36061,160,160
11-14-2020,Queens,New York,36081,324,324
11-14-2020,Staten Island,New York,36085,112,112
11-20-2020,Bronx,New York,36005,328,328
11-20-2020,Brooklyn,New York,36047,433,433
11-20-2020,Manhattan,New York,36061,330,330
11-20-2020,Queens,New York,36081,458,458
11-20-2020,Staten Island,New York,36085,222,222
05-01-2020,Bronx,New York,36005,449,449
05-01-2020,Brooklyn,New York,36047,497,497
05-01-2020,Manhattan,New York,36061,243,243
05-01-2020,Queens,New York,36081,620,620
05-01-2020,Staten Island,New York,36085,78,78
09-17-2020,Bronx,New York,36005,59,59
09-17-2020,Brooklyn,New York,36047,123,123
09-17-2020,Manhattan,New York,36061,54,54
09-17-2020,Queens,New York,36081,93,93
09-17-2020,Staten Island,New York,36085,25,25
11-25-2020,Bronx,New York,36005,422,422
11-25-2020,Brooklyn,New York,36047,626,626
11-25-2020,Manhattan,New York,36061,386,386
11-25-2020,Queens,New York,36081,633,633
11-25-2020,Staten Island,New York,36085,295,295
09-03-2020,Bronx,New York,36005,40,40
09-03-2020,Brooklyn,New York,36047,91,91
09-03-2020,Manhattan,New York,36061,35,35
09-03-2020,Queens,New York,36081,90,90
09-03-2020,Staten Island,New York,36085,17,17
10-11-2020,Bronx,New York,36005,38,38
10-11-2020,Brooklyn,New York,36047,115,115
10-11-2020,Manhattan,New York,36061,29,29
10-11-2020,Queens,New York,36081,85,85
10-11-2020,Staten Island,New York,36085,14,14
12-17-2020,Bronx,New York,36005,260,260
12-17-2020,Brooklyn,New York,36047,645,645
12-17-2020,Manhattan,New York,36061,340,340
12-17-2020,Queens,New York,36081,489,489
12-17-2020,Staten Island,New York,36085,185,185
06-07-2020,Bronx,New York,36005,43,43
06-07-2020,Brooklyn,New York,36047,52,52
06-07-2020,Manhattan,New York,36061,25,25
06-07-2020,Queens,New York,36081,74,74
06-07-2020,Staten Island,New York,36085,4,4
04-13-2020,Bronx,New York,36005,693,693
04-13-2020,Brooklyn,New York,36047,1065,1065
04-13-2020,Manhattan,New York,36061,393,393
04-13-2020,Queens,New York,36081,976,976
04-13-2020,Staten Island,New York,36085,185,185
07-09-2020,Bronx,New York,36005,90,90
07-09-2020,Brooklyn,New York,36047,104,104
07-09-2020,Manhattan,New York,36061,86,86
07-09-2020,Queens,New York,36081,94,94
07-09-2020,Staten Island,New York,36085,18,18
04-06-2020,Bronx,New York,36005,1514,1514
04-06-2020,Brooklyn,New York,36047,1462,1462
04-06-2020,Manhattan,New York,36061,722,722
04-06-2020,Queens,New York,36081,1925,1925
04-06-2020,Staten Island,New York,36085,730,730
09-09-2020,Bronx,New York,36005,56,56
09-09-2020,Brooklyn,New York,36047,119,119
09-09-2020,Manhattan,New York,36061,70,70
09-09-2020,Queens,New York,36081,82,82
09-09-2020,Staten Island,New York,36085,25,25
03-07-2020,Bronx,New York,36005,0,0
03-07-2020,Brooklyn,New York,36047,2,2
03-07-2020,Manhattan,New York,36061,1,1
03-07-2020,Queens,New York,36081,3,3
03-07-2020,Staten Island,New York,36085,1,1
01-21-2021,Bronx,New York,36005,744,744
01-21-2021,Brooklyn,New York,36047,1072,1072
01-21-2021,Manhattan,New York,36061,571,571
01-21-2021,Queens,New York,36081,1074,1074
01-21-2021,Staten Island,New York,36085,275,275
10-28-2020,Bronx,New York,36005,124,124
10-28-2020,Brooklyn,New York,36047,229,229
10-28-2020,Manhattan,New York,36061,135,135
10-28-2020,Queens,New York,36081,202,202
10-28-2020,Staten Island,New York,36085,90,90
10-10-2020,Bronx,New York,36005,36,36
10-10-2020,Brooklyn,New York,36047,95,95
10-10-2020,Manhattan,New York,36061,45,45
10-10-2020,Queens,New York,36081,98,98
10-10-2020,Staten Island,New York,36085,35,35
04-05-2020,Bronx,New York,36005,823,823
04-05-2020,Brooklyn,New York,36047,1141,1141
04-05-2020,Manhattan,New York,36061,358,358
04-05-2020,Queens,New York,36081,1135,1135
04-05-2020,Staten Island,New York,36085,323,323
06-12-2020,Bronx,New York,36005,80,80
06-12-2020,Brooklyn,New York,36047,123,123
06-12-2020,Manhattan,New York,36061,58,58
06-12-2020,Queens,New York,36081,131,131
06-12-2020,Staten Island,New York,36085,18,18
04-30-2020,Bronx,New York,36005,483,483
04-30-2020,Brooklyn,New York,36047,600,600
04-30-2020,Manhattan,New York,36061,217,217
04-30-2020,Queens,New York,36081,593,593
04-30-2020,Staten Island,New York,36085,130,130
06-27-2020,Bronx,New York,36005,26,26
06-27-2020,Brooklyn,New York,36047,70,70
06-27-2020,Manhattan,New York,36061,37,37
06-27-2020,Queens,New York,36081,60,60
06-27-2020,Staten Island,New York,36085,13,13
03-17-2020,Bronx,New York,36005,343,343
03-17-2020,Brooklyn,New York,36047,783,783
03-17-2020,Manhattan,New York,36061,567,567
03-17-2020,Queens,New York,36081,651,651
03-17-2020,Staten Island,New York,36085,108,108
10-23-2020,Bronx,New York,36005,115,115
10-23-2020,Brooklyn,New York,36047,198,198
